2.872029589241575032e+00,3.752037111993146823e+00,3.989665315120178857e+00,4.493671475489027678e+00,5.395643415607990434e+00,5.401600143815009858e+00,6.449999617820211917e+00,6.854839191007787491e+00,7.296333271951147559e+00,7.855223333721538914e+00,8.451235255773575261e+00,8.431220057694375214e+00,9.339107159948925485e+00,9.702012080214554857e+00,1.025302866685481717e+01,1.099720779583475583e+01,1.168911032369631897e+01,1.154116061565070517e+01,1.270043380856362347e+01,1.306466025170456824e+01,1.309461366443270336e+01,1.390015609677328356e+01,1.511551537119388833e+01,1.509195092376638669e+01
2.746233652008022386e+00,3.716815736010746551e+00,3.953374016633885102e+00,4.572530375120774870e+00,5.192174597754570797e+00,5.556766032495489505e+00,6.222743889219310098e+00,6.504801072770555415e+00,7.136577402777584567e+00,7.726455187323142404e+00,8.724020508248768735e+00,8.403674401256488125e+00,9.259982621884276455e+00,9.965288152985870340e+00,1.038693242151897067e+01,1.106345106909678577e+01,1.193842390492869754e+01,1.131863843690748794e+01,1.242344846136080605e+01,1.298068483784715177e+01,1.344495268281697697e+01,1.387070941737327168e+01,1.491972271746101164e+01,1.469603426137411617e+01
2.845105046184780662e+00,3.785542223659841277e+00,4.139724212738504328e+00,4.569741325374295116e+00,5.250419650304695374e+00,5.320489677067123502e+00,6.233616887713065324e+00,6.765261791487923837e+00,7.246374014650432294e+00,7.980201837255114228e+00,8.409450750803380004e+00,8.664045715549857363e+00,9.204082273964123928e+00,1.000934920682690255e+01,1.035091918562492452e+01,1.076450854688124359e+01,1.185479506897993573e+01,1.142305498134451902e+01,1.248800490470988578e+01,1.278742465544662643e+01,1.345784996773328146e+01,1.374905746361177172e+01,1.497202325639881337e+01,1.498911423032163093e+01
2.706039335967456161e+00,3.420156817983699860e+00,4.136992547596837433e+00,4.739767383837900638e+00,5.194812880211573614e+00,5.431256405985680935e+00,6.327135202251391810e+00,6.865074521064669533e+00,7.127281743289282545e+00,7.949289427735297231e+00,8.329826851882922156e+00,8.663195322196715509e+00,9.337334855470375672e+00,9.797035824137399374e+00,1.012279402439364695e+01,1.105316668820097270e+01,1.171468129821637127e+01,1.151010661123847179e+01,1.272098754578991553e+01,1.279387021628516408e+01,1.359498763432139512e+01,1.354478282922827503e+01,1.511095303686916758e+01,1.440353979347353075e+01
2.899831399772209384e+00,3.757708546582522846e+00,4.091422184914875970e+00,4.450630075794639318e+00,5.361362354372563921e+00,5.592426746473681654e+00,6.313540192967286302e+00,6.767565217973612768e+00,7.294419485840464290e+00,7.958445193307732701e+00,8.520106574928069776e+00,8.426930204250743017e+00,9.408862529359465654e+00,9.867672696154745182e+00,1.018948316857172998e+01,1.078962747587234716e+01,1.179342191319077315e+01,1.168135387145902016e+01,1.274544208013268864e+01,1.296839691439722131e+01,1.295183494675656455e+01,1.368296164555972538e+01,1.479741115544165453e+01,1.503134266124538776e+01
2.641208895450184446e+00,3.658731441745297630e+00,4.079077652160464140e+00,4.649325884580391310e+00,5.392460098353509146e+00,5.623412540208520660e+00,6.376758349750996757e+00,6.648701411037230002e+00,7.179556785408915509e+00,7.662783716549680157e+00,8.351764928620278639e+00,8.605359213215217906e+00,9.310674267482458077e+00,9.980496095009852908e+00,1.021048087222065170e+01,1.100451949689070830e+01,1.172582726741547710e+01,1.144572596057123803e+01,1.256850406925087249e+01,1.289029951291799314e+01,1.381605507655032383e+01,1.396392824609612227e+01,1.566169002445665726e+01,1.505007664448395488e+01
2.536741377614814663e+00,3.542079627352942239e+00,4.052459432679627049e+00,4.589641743500210147e+00,5.161512539445667791e+00,5.663355797892386079e+00,6.513955754584054070e+00,6.745036571357536204e+00,7.272769427861591751e+00,8.037969858893147190e+00,8.729135575248182732e+00,8.529081622239615967e+00,9.210899741364510618e+00,1.002888410808042430e+01,1.028379631973566077e+01,1.096142577863956369e+01,1.179122473780096314e+01,1.177543099198347853e+01,1.252069303248817000e+01,1.277786894873514001e+01,1.335560154958385759e+01,1.454947138813152741e+01,1.515871796107205327e+01,1.436834460250498324e+01
2.689024782238576883e+00,3.729581808961582645e+00,4.007994254011751245e+00,4.663928031634630322e+00,5.179740042956111346e+00,5.571788954078940925e+00,6.362183533422889781e+00,6.572753361729848365e+00,7.208278346472881459e+00,7.758745227418369694e+00,8.498629352772709922e+00,8.636328650657866035e+00,9.420193898374774832e+00,9.907500928198302859e+00,1.023471735980557540e+01,1.094509869626561560e+01,1.188066132302730260e+01,1.126329712628600532e+01,1.254971384385705413e+01,1.300957035626703018e+01,1.331940619283272476e+01,1.404232937705489981e+01,1.487361971022277451e+01,1.506668763094145724e+01
2.787942278086349202e+00,3.578806446972019550e+00,4.241611610685594336e+00,4.676795099396550803e+00,5.214336368326962123e+00,5.383831096371567426e+00,6.358397624411344928e+00,6.633601324454619252e+00,7.298089483874909966e+00,7.768805087266079212e+00,8.330083267965758154e+00,8.559941407935474089e+00,9.176497522459513334e+00,9.958729816913930222e+00,1.018699175157840031e+01,1.100134379361854364e+01,1.184416181323676298e+01,1.147626767844097451e+01,1.254831090985111075e+01,1.275360042427103480e+01,1.342212443563823854e+01,1.385946423767378910e+01,1.516263129703697032e+01,1.447966197481334660e+01
2.566177803732257345e+00,3.661911768446207027e+00,3.862026193256837825e+00,4.673287631816074317e+00,5.198128220203259708e+00,5.501725468520488604e+00,6.459805124487312256e+00,6.626310848234421513e+00,7.426300938557319320e+00,7.933974171878711346e+00,8.384985230341989393e+00,8.501418260020006556e+00,9.503306404520939665e+00,9.721198537457915734e+00,9.985490448149175080e+00,1.121480986676457370e+01,1.161650247913953571e+01,1.145885610571390956e+01,1.275212051883799980e+01,1.299074448920161018e+01,1.366962646817154514e+01,1.377887289250952918e+01,1.556653754821785363e+01,1.503271655935030537e+01
2.544225681937850148e+00,3.791393986847562569e+00,4.071229709458362933e+00,4.765419097945792437e+00,5.276317132620770955e+00,5.776829192662081169e+00,6.370236917483018679e+00,6.641784736728459038e+00,7.215977964545508883e+00,8.112125817569280528e+00,8.552905319398725226e+00,8.382712106796256890e+00,9.415645393572379618e+00,9.874124191278569995e+00,1.031552419949697708e+01,1.095298374804076680e+01,1.166008351857126435e+01,1.140554177538674807e+01,1.254862948745117457e+01,1.287398423187731744e+01,1.328834647221093590e+01,1.393447164286984474e+01,1.536143663197054465e+01,1.457298611541160938e+01
3.203341879947651183e+00,3.663133347872429280e+00,4.210428765874158152e+00,4.542491527597086964e+00,5.374168574813281474e+00,5.526088567611110669e+00,6.468244607264542090e+00,6.682835055140093239e+00,7.038901504805452625e+00,7.827427874333049651e+00,8.269740187921453156e+00,8.468471482096100900e+00,9.618579120962422735e+00,9.617543854023342220e+00,1.014346543021235370e+01,1.096138534517958263e+01,1.186291634330929057e+01,1.160387339278790186e+01,1.253714909812608091e+01,1.262733602524804866e+01,1.327643524021813093e+01,1.386225687900416403e+01,1.548270591249506012e+01,1.462361998329278023e+01
2.871303857526352310e+00,3.606888567174795224e+00,4.035017869851653671e+00,4.580078651350260266e+00,5.361971580220219913e+00,5.595246903703854358e+00,6.470741310275110791e+00,6.746406429373554836e+00,7.206645390272981899e+00,7.753430882837862193e+00,8.679960630639946828e+00,8.568395489440264967e+00,9.395853837841169565e+00,9.683124875735817483e+00,9.964097215585912437e+00,1.107860175219549248e+01,1.176786791107461561e+01,1.161436898508469184e+01,1.275092434911409534e+01,1.285940751339245303e+01,1.332812512863185894e+01,1.437485117631797493e+01,1.531407591406014390e+01,1.449650859478730425e+01
3.297959036225091900e+00,3.561886486495986937e+00,4.097605673332725296e+00,4.488326177789025984e+00,5.591958647876598576e+00,5.356442331350482533e+00,6.402628517657818819e+00,6.502897675332812710e+00,7.200096508696349318e+00,7.983245592707774563e+00,8.521522235390063926e+00,8.555563278681420414e+00,9.332695495432096422e+00,9.933664352319274471e+00,1.019774638347197104e+01,1.077024780315841745e+01,1.192025452772186256e+01,1.148219952741747463e+01,1.239038840118805673e+01,1.292912898748763340e+01,1.310866105675821203e+01,1.359531325219645836e+01,1.499566816762553501e+01,1.537915820894567354e+01
2.678251506923602143e+00,3.554435277965491746e+00,4.021689950036078542e+00,4.670166340520602866e+00,5.349597919061059415e+00,5.530573374108399776e+00,6.392083791578039076e+00,6.614371934539399867e+00,7.300724880034171527e+00,7.899517217370389588e+00,8.473092633864917289e+00,8.506884169909209703e+00,9.437735970096195359e+00,9.764876697156861241e+00,1.022906154617335517e+01,1.109893630845710355e+01,1.197351717839847574e+01,1.136074877567790864e+01,1.262965984781408757e+01,1.296782923162750301e+01,1.368723465333601830e+01,1.441762171823952343e+01,1.474915628134400691e+01,1.465436473049052069e+01
2.658845574517260335e+00,3.949238586552711983e+00,4.076337955005199909e+00,4.660982940149019704e+00,5.407940609525107689e+00,5.453103136848157284e+00,6.303709000664745155e+00,6.674536242995639412e+00,7.061889217831454957e+00,7.716431734565480483e+00,8.419213011549489423e+00,8.696715468041684716e+00,9.398441759332607504e+00,9.915294916634879385e+00,1.020564408999951844e+01,1.081184958935823737e+01,1.167553818448556235e+01,1.131289897663432953e+01,1.257525376596357525e+01,1.278402675656078991e+01,1.323083535815981904e+01,1.366043211592579176e+01,1.524166377845295273e+01,1.548354276110310579e+01
2.901533774489496675e+00,3.844377820501313270e+00,4.126822911592580745e+00,4.824047052856324846e+00,5.342739468931863911e+00,5.439927480112019431e+00,6.232984414600941214e+00,6.662903605751625769e+00,7.186065132140234901e+00,7.812990722354490103e+00,8.508970930378527697e+00,8.511711703692800057e+00,9.472954791633872773e+00,9.780819545852589059e+00,1.031761590016327190e+01,1.091892694655922114e+01,1.178930396733524866e+01,1.161335937376158967e+01,1.242392750965988846e+01,1.302133598463303876e+01,1.342978389779877268e+01,1.411569677001839196e+01,1.536166574611423918e+01,1.488219635820102127e+01
2.739394912770623414e+00,3.743010569169734847e+00,4.004263682641674649e+00,4.701997776195303125e+00,5.262798795031179644e+00,5.552015202114120918e+00,6.182139834255228727e+00,6.536810056803205704e+00,7.220724213492462518e+00,7.813137735804857265e+00,8.529090860539650265e+00,8.432020515634905067e+00,9.254929633458615967e+00,9.698660648866320955e+00,1.037364540080284669e+01,1.082969199643398994e+01,1.165827416778431669e+01,1.134383947098108969e+01,1.262269311170592268e+01,1.277091164863986883e+01,1.336379956958222692e+01,1.369894304382129668e+01,1.503000077437578419e+01,1.463721447995392566e+01
2.633850615600926481e+00,3.766986998994978908e+00,4.152480940376656271e+00,4.451600658432562696e+00,5.202180485658723263e+00,5.593209554914364112e+00,6.298110455829572629e+00,6.649273521057414982e+00,7.348034635862159547e+00,7.892226403941994484e+00,8.514173854439762934e+00,8.484688291974988417e+00,9.304098177014887838e+00,9.988758125576095992e+00,1.016386586786013346e+01,1.104908721407575456e+01,1.182329072667744541e+01,1.160174304058712735e+01,1.242263311781170110e+01,1.292426546251878428e+01,1.337024717721448219e+01,1.369124685162755561e+01,1.541829308870705084e+01,1.504470410783614120e+01
2.908776814341258454e+00,3.750292802118594171e+00,4.091257277592584174e+00,4.551066235191273179e+00,5.124770957609064759e+00,5.409233474393655428e+00,6.380359679659365568e+00,6.718062556008037589e+00,7.346923049977408304e+00,7.986972721898282224e+00,8.244979614154321013e+00,8.515043920578895253e+00,9.233103774059772562e+00,9.683364708900409568e+00,1.043102122988192804e+01,1.099263606107033908e+01,1.182105558300919057e+01,1.128527519329702855e+01,1.273964879334311995e+01,1.272131505253601702e+01,1.351073477524757216e+01,1.417026811724242208e+01,1.485384148720446795e+01,1.451565163732635710e+01
2.671292158900052005e+00,3.566311453313773416e+00,4.147482285624116471e+00,4.541017414914173322e+00,5.322919426869019865e+00,5.485179427465326718e+00,6.148712070644304362e+00,6.712750605877833010e+00,7.023583829327392891e+00,7.764046256693280412e+00,8.461905253090487022e+00,8.755597766001528726e+00,9.438875708130074926e+00,9.764760260144884185e+00,1.027229039567646218e+01,1.089214166071116452e+01,1.175417845513808501e+01,1.144343415763477800e+01,1.280610383436117061e+01,1.289518269807379980e+01,1.320104690791188418e+01,1.425026179160442297e+01,1.494658119053577572e+01,1.445610576312293283e+01
2.906725119864686402e+00,3.892756960334418093e+00,4.063343953325797564e+00,4.505048150388333283e+00,5.146178188386161700e+00,5.459661323662097665e+00,6.482880649244084026e+00,6.679518251209411339e+00,7.336193100164852154e+00,8.044396060443792962e+00,8.528915896400725671e+00,8.333790697097075650e+00,9.418298421379109442e+00,9.831207471330944969e+00,1.041647246240597013e+01,1.071085748983622565e+01,1.192860345084711682e+01,1.131703671063223204e+01,1.258464867366569173e+01,1.281498003206785619e+01,1.321728744449720594e+01,1.391579599598997241e+01,1.506604160582773844e+01,1.446049364492212419e+01
2.535443287942443558e+00,3.651812452814723109e+00,4.116609835413591156e+00,4.615102749368976909e+00,5.280323783239255775e+00,5.429608463599017831e+00,6.284641066447883340e+00,6.751188170513737319e+00,7.251656950340176877e+00,7.870045930582639571e+00,8.592622656828515559e+00,8.443232591216714766e+00,9.430948444594639213e+00,1.018031249702601748e+01,1.012954276505648998e+01,1.085605525634365165e+01,1.189191042623078332e+01,1.142056828167474691e+01,1.258865860583605389e+01,1.304489982875946552e+01,1.313062453618635672e+01,1.418413454200377011e+01,1.509319158604976430e+01,1.416860866547129305e+01
